objectid,area,dcode,dname,dname_e,pcode,pname,num_male,num_female,num_school,num_hos,num_comm,num_temple,num_health,location
29,11804564.0,1025,เขตบางพลัด,Bang Phlat,10,กรุงเทพมหานคร,45904,53249,11,0,46,23,1,"POLYGON ((100.51649349210632 13.800334643277235, 100.5162186638443 13.799223371703315, 100.51584165387467 13.79822233140783, 100.5152785183416 13.797133174270563, 100.51411923301225 13.795569732845596, 100.51224534736558 13.79335758803067, 100.51037133380845 13.791209831117492, 100.50839337263284 13.789252520892234, 100.50830669494054 13.789167178416045, 100.50796928385542 13.78883366109163, 100.50587197222403 13.786376502142934, 100.50582304898147 13.78631917567714, 100.50574674874157 13.78622924909838, 100.50544098506411 13.785871805201463, 100.50383998401476 13.783732484102991, 100.50257448519092 13.781174159179118, 100.50251926380469 13.781035515640957, 100.50248762515129 13.780969043234027, 100.50008964037099 13.775304667673032, 100.4990426040953 13.772908822466057, 100.49837685964366 13.771386343935262, 100.49723415253322 13.76884643836616, 100.49696153028788 13.76824132466418, 100.49492854576057 13.765670656020301, 100.49407282148023 13.7648058022365, 100.49330033383613 13.76403196493603, 100.49099744016436 13.761906954313455, 100.48545129991811 13.76936298818349, 100.48532626895718 13.769517413490037, 100.48504875587092 13.769872756322247, 100.48450363142233 13.770595810818113, 100.48418422172354 13.77099886269786, 100.48337334842562 13.77201955959066, 100.48285669349308 13.772675773530253, 100.48222710422935 13.773389163495306, 100.48215382559336 13.773501468275747, 100.48203251620824 13.773605022633474, 100.48194718600791 13.773639434216124, 100.48158129352122 13.774005475426604, 100.48123226118943 13.774387233716054, 100.48111690165821 13.774517870365575, 100.48100476627381 13.774701594416719, 100.48053442826364 13.775188035874248, 100.48027633486181 13.775416704862055, 100.4798526202766 13.775872356667756, 100.47950806463837 13.776231487367896, 100.47908300612183 13.776657767791125, 100.47853450597331 13.777216991432438, 100.47808994103595 13.777667116434863, 100.47699850015414 13.7788442825447, 100.47568177138855 13.780230704245323, 100.47453792653336 13.781443204121697, 100.4737169279204 13.782336253535794, 100.47313285458877 13.782942007703024, 100.47295489981725 13.783139682500806, 100.47258223346724 13.783536261581474, 100.47161419327132 13.784581596969755, 100.46893040465845 13.787463162703842, 100.46869485717016 13.787603551824747, 100.46630722245138 13.787099155242535, 100.46632497966789 13.787165715934929, 100.46635597504837 13.78722315805495, 100.46639961670867 13.787269225519557, 100.46641504768412 13.7873335398591, 100.46642186452566 13.787406945497253, 100.4663887828368 13.787478328826795, 100.46642329576521 13.787543659801335, 100.46648595658732 13.787580574195761, 100.46652558738214 13.787632315167473, 100.46654103958808 13.78770001938075, 100.4665812414903 13.787750626832695, 100.46653466030746 13.787789322765244, 100.46649158954393 13.787834777182292, 100.46651111621011 13.78790697691777, 100.46654216819005 13.787973457990121, 100.46661100414966 13.787980957312172, 100.46662525078388 13.788040759168213, 100.46667805671929 13.788073212460512, 100.46666051835578 13.78813433368203, 100.46662154349929 13.788187673529803, 100.46667440590595 13.788229165812037, 100.46668177246943 13.78829804833103, 100.46670237082876 13.788356682500487, 100.46673909740805 13.788406180835043, 100.46677815766088 13.788459054950593, 100.46681491954116 13.788514202671916, 100.4668453092288 13.78856712879872, 100.46686823363308 13.788628008678325, 100.46687555826512 13.78869011171084, 100.466858041094 13.788754622831474, 100.4668022607485 13.788801282927032, 100.46673178220655 13.788808483034988, 100.46665956253321 13.788814563406316, 100.46659836094064 13.788826227666052, 100.46654073326766 13.788854819750824, 100.4665060443673 13.78894655187655, 100.46769564457124 13.789216290665589, 100.46809564913546 13.789306558133779, 100.47009933408525 13.78978837164212, 100.47118071277772 13.79003727081913, 100.47242042293989 13.790368832135714, 100.47323806287679 13.790594442388398, 100.4738642798208 13.790806507482646, 100.47431676611329 13.790968765970762, 100.48114593125794 13.793340133302998, 100.48327441861511 13.794078706146006, 100.48514036108882 13.794708112211104, 100.48614764817152 13.79511896925071, 100.48684129760944 13.795387088149235, 100.48859872929793 13.796131245012283, 100.48872094881989 13.796170052331028, 100.48887456938489 13.79623804760652, 100.48918755326952 13.796276829107448, 100.49433555202857 13.798133694638967, 100.49733979752355 13.799218217579698, 100.49903802787492 13.799825933741795, 100.50000048457132 13.800180506558979, 100.50053550587464 13.800407744809304, 100.50112641182557 13.800695656102922, 100.50182001937499 13.801133218083033, 100.50247808620881 13.80161732183849, 100.50372183447406 13.802745285010031, 100.5041445272009 13.80312348147843, 100.50429801246936 13.803259262278914, 100.50541920422302 13.804294182250137, 100.507525503499 13.806143374654805, 100.5084530184897 13.806991899712045, 100.50979471837435 13.80824012625724, 100.5104344498625 13.808833919737351, 100.51305157644882 13.811174817326535, 100.51369881016505 13.811764034647755, 100.51523275062468 13.813140980593186, 100.51540372662247 13.813029193669893, 100.515552706169 13.81291302270991, 100.51582173813986 13.812677469525795, 100.51610158621165 13.81232659798802, 100.51633000619866 13.811979433465982, 100.51681347528988 13.810933535794488, 100.51711209245806 13.81017803790768, 100.5172086265295 13.809908521931835, 100.5173405562709 13.809391335575418, 100.51739454578157 13.809158239571246, 100.51745773465977 13.808738650643381, 100.51748376437477 13.808472959899444, 100.51755952105 13.807493985394318, 100.51760477723586 13.806715194247364, 100.51765573427427 13.805834675718131, 100.51765293869958 13.80495561904693, 100.51762359925506 13.804620215325315, 100.51754312204102 13.80397553101365, 100.51750752580938 13.803745247974042, 100.51731369309194 13.802913697418896, 100.51704799291404 13.802053212433451, 100.51676511421682 13.801217691114376, 100.51657778048536 13.80067535779899, 100.51653445108072 13.800500488296393, 100.51649349210632 13.800334643277235))"
