ข้อมูลคลองในพื้นที่เขต (สนน.และสนข.),,,,,,,,,
เขตคลองเตย,,,,,,,,,
3,คลองบางพรม,คลองชักพระ,ถนนกาญจนาภิเษก, 6 - 35,"5,400",-2.00,ตลิ่งชัน,,
4,คลองบางระจันตอนต้น,ทางรถไฟสายใต้,ถนนบรมราชชนนี, 6 - 8,"1,000",-1.50,ตลิ่งชัน,,
5,คลองบางระจันตอนปลาย,ทางรถไฟสายใต้,คลองบางระมาด, 6 - 8,"1,400",-1.50,ตลิ่งชัน,,
6,คลองบ้านไทร(ตลิ่งชัน),ถนนกาญนาภิเษก,คลองบัว, 5 - 25,"5,800",-2.00,ตลิ่งชัน,,
7,คลองผู้ใหญ่น่วม,คลองมหาสวัสดิ์,สุดคลอง, 4 - 5,400,-1.00,ตลิ่งชัน,,
8,คลองยายวาด,,, 4 - 5,400,-1.00,ตลิ่งชัน,,
,,,,,,,,,
,,,,,,,,,
ลำดับ,ชื่อคลอง,จาก,ถึง,กว้าง(ม.),ยาว (ม.),ระดับ,พื้นที่เขต,,
,,,,,,ขุดลอก,,,
,,,,,,(รทก.),,,
9,คลองลัดกัลยา,คลองบ้านไทร,คลองบางระมาด, 6 - 10,"1,100",-2.00,ตลิ่งชัน,,
10,คลองลัดตานิล,คลองบางพรม,คลองบางน้อย, 8 - 10,600,-1.00,ตลิ่งชัน,,
11,คลองลัดตาเหนียว,คลองบางน้อย,คลองบางเชือกหนัง, 6 - 13,"1,000",-1.00,ตลิ่งชัน,,
12,คลองลัดถมยา,คลองบ้านไทร,คลองบางพรม, 2 - 5,"1,900",-2.00,ตลิ่งชัน,,
13,คลองลัดบางลิ่ม,ปลายหมู่บ้านมหาดไทย,คลองลัดถมยา, 4 - 6,"4,400",-1.00,ตลิ่งชัน,,
14,คลองลัดมะยม,คลองบางระมาด,คลองบางพรม, 8 - 18,"1,200",-1.00,ตลิ่งชัน,,
15,คลองลัดวัดสะพาน,คลองบางพรม,คลองบางน้อย, 2 - 3 ,900,-1.50,ตลิ่งชัน,,
16,คลองศาลเจ้า,คลองศาลเจ้า,สุดคลอง, 10 - 15,250,-1.00,ตลิ่งชัน,,
17,คลองวัดกระจัง,คลองบางระมาด,สุดคลอง, 4 - 5,650,-1.00,ตลิ่งชัน,,
18,คลองวัดแก้ว,วัดแก้ว,คลองชักพระ, 3 - 4,700,-1.00,ตลิ่งชัน,,
19,คลองวัดตลิ่งชัน,ถนนบรมราชชนนี,คลองชักพระ, 5 - 18,"1,100",-1.50,ตลิ่งชัน,,
20,คลองวัดเพลง(ตลิ่งชัน),คลองบางพรม,คลองบางน้อย, 5 - 6,"1,100",-1.00,ตลิ่งชัน,,
21,คลองวัดอังกุรา,คลองวัดตลิ่งชัน,คลองบางระมาด,  3 - 6,"1,400",-1.50,ตลิ่งชัน,,
22,คลองสวนแดน 1,คลองบางกอกน้อย,สุดระยะที่กำหนดให้, 5 - 7,2000,-1.50,ตลิ่งชัน,,
,,,,,"38,900",,,,
,,,,,,,,,
,,,,,,,,,
เขตทวีวัฒนา,,,,,,,,,
ลำดับ,ชื่อคลอง,จาก,ถึง,กว้าง(ม.),ยาว (ม.),ระดับ,พื้นที่เขต,,
,,,,,,ขุดลอก,,,
,,,,,,(รทก.),,,
,สำนักการระบายน้ำรับผิดชอบ,,,,,,,,
1,คลองขุนศรีบุรีรักษ์,คลองบางคูเวียง,คลองบางพรม, 6 - 8,"3,800",-1.50,ทวีวัฒนา,,
2,คลองควาย,คลองมหาสวัสดิ์,คลองบางระมาด, 6 - 8,"3,500",-1.50,ทวีวัฒนา,,
3,คลองซอย,คลองมหาสวัสดิ์,คลองบางพรม, 6 - 8,"3,800",-1.50,ทวีวัฒนา,,
4,คลองทวีวัฒนา,คลองมหาสวัสดิ์,คลองบางไผ่, 6 - 35,"5,500",-2.50,ทวีวัฒนา,,
5,คลองบางคูเวียง(ทวีวัฒนา),คลองมหาสวัสดิ์,คลองทวีวัฒนา, 6 - 8,"3,600",-1.50,ทวีวัฒนา,,
6,คลองบางระมาด,คลองขุนศรีบุรีรักษ์,ถนนกาญจนาภิเษก, 6 - 12,"3,500",-1.50,ทวีวัฒนา,,
7,คลองโพธิ์(ทวีวัฒนา),คลองมหาสวัสดิ์,คลองควาย, 6 - 8,2500,-1.50,ทวีวัฒนา,,
8,คลองบางเชือกหนัง,ถนนกาญจนาภิเษก,คลองทวีวัฒนา,15 - 16,5700,-2.00,ทวีวัฒนา,,
,,,,,"31,900",,,,
,สำนักงานเขตรับผิดชอบ,,,,,,,,
1,คลองท่อ,คลองบางพรหม,คลองขุนศรีบุรีรักษ์, 3 - 6,"2,115",-1.00,ทวีวัฒนา,,
2,คลองนา(ทวีวัฒนา),คลองทวีวัฒนา,สุดระยะที่กำหนดให้, 5 - 6,400,-1.00,ทวีวัฒนา,,
3,คลองเนินทราย,คลองประทุม,คลองบางระทึก, 3 - 6,"2,840",-1.00,ทวีวัฒนา,,
4,คลองบางตาล(ทวีวัฒนา),ถนนกาญจนาภิเษก,คลองควาย, 6 - 8,"2,800",-1.50,ทวีวัฒนา,,
5,คลองบางน้อย(ทวีวัฒนา),ถนนกาญจนาภิเษก,คลองผู้ใหญ่, 5 - 12,"5,260",-2.00,ทวีวัฒนา,,
,,,,,,,,,
,,,,,,,,,
ลำดับ,ชื่อคลอง,จาก,ถึง,กว้าง(ม.),ยาว (ม.),ระดับ,พื้นที่เขต,,
,,,,,,ขุดลอก,,,
,,,,,,(รทก.),,,
6,คลองบางพรหม,ถนนกาญจนาภิเษก,คลองทวีวัฒนา, 6 - 12,"6,640",-2.00,ทวีวัฒนา,,
7,คลองบางระทึก,ถนนเลียบคลองทวีวัฒนา,สุดระยะที่กำหนดให้, 3 - 6,"1,180",-1.00,ทวีวัฒนา,,
8,คลองบ้านไทร(ทวีวัฒนา),ถนนกาญจนาภิเษก,คลองควาย, 6 - 8,"2,740",-2.00,ทวีวัฒนา,,
9,คลองปทุม,ถนนเลียบคลองทวีวัฒนา,สุดระยะที่กำหนดให้, 9 - 14,"1,900",-2.00,ทวีวัฒนา,,
10,คลองผู้ใหญ่,คลองบางเชือกหนัง,คลองบางน้อย, 6 - 8,"1,270",-1.00,ทวีวัฒนา,,
11,คลองยายโมง,คลองขุนศรีบุรีรักษ์,คลองซอย, 3 - 7,"1,941",-2.00,ทวีวัฒนา,,
12,คลองยายหนอม,คลองขุนศรีบุรีรักษ์,คลองควาย, 6 - 8,"1,600",-1.00,ทวีวัฒนา,,
13,คลองแยกบางน้อย,คลองบางพรหม,คลองบางน้อย, 6 - 8,150,-1.00,ทวีวัฒนา,,
14,คลองลัดนิ่มไสว,คลองบางพรหม,คลองบางเชือกหนัง, 6 - 8,560,-2.00,ทวีวัฒนา,,
15,คลองศรีศุภผล,คลองซอย,คลองทวีวัฒนา, 6 - 8,"1,700",-2.00,ทวีวัฒนา,,
16,คลองใหม่(ทวีวัฒนา),คลองควาย,คลองขุนศรีบุรีรักษ์, 5 - 9,"1,400",-1.00,ทวีวัฒนา,,
,,,,,"34,496",,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
เขตทุ่งครุ,,,,,,,,,
ลำดับ,ชื่อคลอง,จาก,ถึง,กว้าง(ม.),ยาว (ม.),ระดับ,พื้นที่เขต,,
,,,,,,ขุดลอก,,,
,,,,,,(รทก.),,,
,สำนักการระบายน้ำรับผิดชอบ,,,,,,,,
1,คลองแจงร้อน,ซอยประชาอุทิศ  17,คลองขวาง, 4 - 6,"1,450",-1.50,ทุ่งครุ,,
2,คลองราษฏร์บูรณะ,คลองข้าง ร.ร.ขจรโรจน์,สวนธนบุรีรมย์, 4 - 6,850,-1.50,ทุ่งครุ,,
,,,,,"2,300",,,,
,สำนักงานเขตรับผิดชอบ,,,,,,,,
1,คลองเก้าห้อง,คลองบางจาก,คลองรางขมิ้น, 5 - 6,"1,950",-1.00,ทุ่งครุ,,
2,คลองขวาง(ทุ่งครุ),คลองราษฎร์บูรณะ,คลองสะพานควาย, 4 - 5,"1,820",-1.00,ทุ่งครุ,,
3,คลองค้างคาว,คลองบางมด,คลองรางขมิ้น, 6 - 10,800,-1.00,ทุ่งครุ,,
4,คลองตาเจริญ,คลองบางมด,คลองสามัคคี, 3 - 4,900,-1.00,ทุ่งครุ,,
5,คลองตาแซ,คลองบางมด,คลองนายเจริญ, 3 - 4,"1,600",-1.00,ทุ่งครุ,,
6,คลองตาแดง,คลองบางมด,คลองตาแซ, 3 - 4,500,-1.00,ทุ่งครุ,,
7,คลองตาถึง,คลองรางใหญ่,คลองรางแขก, 3 - 5,850,-1.00,ทุ่งครุ,,
8,คลองตาแท้,คลองราชพฤกษ์,คลองตาเจริญ, 2 - 3 ,700,-1.00,ทุ่งครุ,,
9,คลองตาบัว,คลองบางมด,คลองไผ่ขวด, 3 - 5,800,-1.00,ทุ่งครุ,,
10,คลองตามี,คลองบางมด,คลองตาแซ, 2 - 3,400,-1.00,ทุ่งครุ,,
11,คลองตาเม้ง,คลองบางมด,คลองบางช้าง, 3 - 4,"1,000",-1.00,ทุ่งครุ,,
,,,,,,,,,
,,,,,,,,,
ลำดับ,ชื่อคลอง,จาก,ถึง,กว้าง(ม.),ยาว (ม.),ระดับ,พื้นที่เขต,,
,,,,,,ขุดลอก,,,
,,,,,,(รทก.),,,
12,คลองโต๊ะดำ,คลองสะพานควาย,คลองรางจาก, 3 - 4,"1,850",-1.00,ทุ่งครุ,,
13,คลองโต๊ะพุด,คลองรางจาก,สุดระยะที่กำหนดให้, 2 - 5,400,-1.00,ทุ่งครุ,,
14,คลองนกเล็ก,คลองบางมด,คลองนายสนม, 2 - 3,550,-1.00,ทุ่งครุ,,
15,คลองนายเจริญ,คลองตาแซ,คลองบางช้าง, 2 - 5,"1,900",-1.00,ทุ่งครุ,,
16,คลองนายสนม,คลองบางมด,คลองตาเจริญ, 2 - 3,750,-1.00,ทุ่งครุ,,
17,คลองในซอยพุทธบูชา 44,คลองหลังค่ายลูกเสือ,คลองแยก, 3 - 5,700,-1.00,ทุ่งครุ,,
18,คลองบางจาก(ทุ่งครุ),คลองรางใหญ่,คลองกระออมใน, 4 - 6,"1,550",-1.00,ทุ่งครุ,,
19,คลองบางช้าง,คลองบางมด,คลองไผ่ขวด, 3 - 5,"1,800",-1.00,ทุ่งครุ,,
20,คลองไผ่ขวด,คลองบางมด,คลองยายจำปี, 3 - 5,850,-1.00,ทุ่งครุ,,
21,คลองยายแสง,คลองรางโพธิ์,คลองเก้าห้อง,  3 - 5,950,-1.00,ทุ่งครุ,,
22,คลองรางขมิ้น,คลองค้างคาว,คลองรางแขก, 6 - 10,"2,500",-1.00,ทุ่งครุ,,
23,คลองรางขวาง,คลองรางขวาง,คลองรางแม่น้ำ, 4 - 6,"3,100",-1.00,ทุ่งครุ,,
24,คลองรางแขก,คลองเก้าห้อง,คลองรางตรง, 4 - 6,"1,800",-1.00,ทุ่งครุ,,
25,คลองรางจาก,คลองบางแวก,คลองขุดเจ้าเมือง, 4 - 6,"2,250",-1.00,ทุ่งครุ,,
26,คลองรางตรง,คลองรางใหญ่,คลองรางเวก, 4 - 5,"1,300",-1.00,ทุ่งครุ,,
27,คลองรางตัน,คลองรางเวก,คลองรางราชพฤกษ์, 4 - 6,"2,350",-1.00,ทุ่งครุ,,
,,,,,,,,,
,,,,,,,,,
ลำดับ,ชื่อคลอง,จาก,ถึง,กว้าง(ม.),ยาว (ม.),ระดับ,พื้นที่เขต,,
,,,,,,ขุดลอก,,,
,,,,,,(รทก.),,,
28,คลองรางโพธิ์(ทุ่งครุ),คลองกระออมใน,คลองรางขมิ้น, 5 - 6,"2,300",-1.00,ทุ่งครุ,,
29,คลองรางแม่น้ำ,คลองบางมด,คลองรางขวาง, 8 - 15,"3,500",-1.00,ทุ่งครุ,,
30,คลองรางเวก,คลองสะพานควาย,คลองรางตรง, 4 - 6,"2,550",-1.00,ทุ่งครุ,,
31,คลองรางใหญ่,คลองบางจาก,คลองขุดเจ้าเมือง, 3 - 5,"3,200",-1.00,ทุ่งครุ,,
32,คลองรางราชพฤกษ์ ,คลองรางขมิ้น,คลองบางมด, 4 - 5,"2,800",-1.00,ทุ่งครุ,,
33,คลองราชพฤกษ์ ,คลองราชพฤกษ์น้อย,คลองบางมด, 4 - 6,680,-1.00,ทุ่งครุ,,
34,คลองราชพฤกษ์น้อย,คลองราชพฤกษ์,คลองสะพานควาย, 4 - 7,"1,900",-1.00,ทุ่งครุ,,
35,คลองราชพฤกษ์ใหญ่,คลองราชพฤกษ์,คลองสะพานควาย, 4 - 8,"1,650",-1.00,ทุ่งครุ,,
36,คลองสะพานควาย,คลองรางเวก,สุดเขต, 5 - 8,"3,100",-1.00,ทุ่งครุ,,
37,คลองสะพานเสา,คลองสะพานควาย,คลองรางจาก, 5 - 6,930,-1.00,ทุ่งครุ,,
38,คลองสามัคคี,คลองบางมด,คลองหลังค่ายลูกเสือ, 3 - 5,"1,200",-1.00,ทุ่งครุ,,
39,คลองหนองรี,คลองรางใหญ่,คลองรางแขก, 3 - 4,550,-1.00,ทุ่งครุ,,
40,คลองหลัง สน.ทุ่งครุ,คลองรางตรง,สุดระยะที่กำหนดให้, 4 - 5,350,-1.00,ทุ่งครุ,,
41,คลองหลังค่ายลูกเสือ,ถนนพุทธบูชา,คลองราชพฤกษ์ใหญ่, 3 - 4,"2,200",-1.00,ทุ่งครุ,,
42,คลองหัวไผ่,คลองรางจาก,คลองรางตรง, 4 - 5,850,-1.00,ทุ่งครุ,,
43,คลองอ้อมจาก,คลองสะพานควาย,คลองรางราชพฤกษ์, 3 - 4,"2,300",-1.00,ทุ่งครุ,,
,,,,,"65,980",,,,
เขตธนบุรี,,,,,,,,,
ลำดับ,ชื่อคลอง,จาก,ถึง,กว้าง(ม.),ยาว (ม.),ระดับ,พื้นที่เขต,,
,,,,,,ขุดลอก,,,
,,,,,,(รทก.),,,
,สำนักการระบายน้ำรับผิดชอบ,,,,,,,,
1,คลองบางน้ำชน,แม่น้ำเจ้าพระยา,คลองบางกอกใหญ่, 4 - 17,"2,850",-1.50,ธนบุรี,,
2,คลองบางสะแก,คลองวัดใหม่ยายนุ้ย,คลองบางกอกใหญ่, 4 - 9,"1,350",-1.50,ธนบุรี,,
3,คลองบางไส้ไก่,แม่น้ำเจ้าพระยา,คลองบางกอกใหญ่, 4 - 9,"3,250",-1.50,ธนบุรี,,
4,คลองบุปผาราม,คลองบางกอกใหญ่,คลองสมเด็จเจ้าพระยา, 4 - 5,550,-1.50,ธนบุรี,,
5,คลองสมเด็จเจ้าพระยา,ถนนประชาธิปก,คลองบางไส้ไก่, 4 - 8,"1,000",-1.50,ธนบุรี,,
6,คลองสำเหร่,แม่น้ำเจ้าพระยา,คลองบางกอกใหญ่, 8 - 19,"2,800",-1.50,ธนบุรี,,
7,คลองสุทธาวาส,คลองบางสะแก,คลองบางน้ำชน, 4 - 8,600,-1.50,ธนบุรี,,
,,,,,"12,400",,,,
,สำนักงานเขตรับผิดชอบ,,,,,,,,
1,คลองกุฐิจีน,แม่น้ำเจ้าพระยา,คลองบุปผาราม, 3 - 5,540,-1.00,ธนบุรี,,
2,คลองโกบ๊อ 1,คลองขวาง,คลองบางสะแก, 1.5 - 3,675,-1.00,ธนบุรี,,
3,คลองโกบ๊อ 2,คลองขวาง,คลองบางสะแก, 1 - 3.5,630,-1.00,ธนบุรี,,
4,คลองโกบ๊อ 3,คลองขวาง,คลองโกบ๊อ 4, 1 - 3.5,420,-1.00,ธนบุรี,,
5,คลองโกบ๊อ 4,คลองโกบ๊อ 3,คลองขวาง, 1 - 4,305,-1.00,ธนบุรี,,
6,คลองแยกคลองกุฏีจีน,คลองกุฎีจีน,คลองบุปผาราม,2.5 - 4.5,540,-1.00,ธนบุรี,,
,,,,,,,,,
,,,,,,,,,
ลำดับ,ชื่อคลอง,จาก,ถึง,กว้าง(ม.),ยาว (ม.),ระดับ,พื้นที่เขต,,
,,,,,,ขุดลอก,,,
,,,,,,(รทก.),,,
7,คลองขวาง,คลองบางน้ำชน,ซอยตากสิน 34, 3 - 5,360,-1.00,ธนบุรี,,
8,คลองข้างธนาคารนครหลวงไทย,ทางรถไฟ,คลองด่าน, 2 - 4,500,-1.00,ธนบุรี,,
9,คลองข้างวัดบุคคโล,ปลายซอยตากสิน 33,แม่น้ำเจ้าพระยา, 2.5 - 3.5,450,-1.00,ธนบุรี,,
10,คลองซอย 5 เจดีย์,คลองด่าน,ถนนวุฒนากาศ,2 - 2.5,110,-1.00,ธนบุรี,,
11,คลองซอยเจริญนคร 78,ถนนเจริญนคร,คลองดาวคะนอง, 1 - 3,100,-1.00,ธนบุรี,,
12,คลองซอยตากสิน 18,ถนนตากสิน,คลองสำเหร่, 2 - 3.5,280,-1.00,ธนบุรี,,
13,คลองซอยทหารเรือ 1,คลองบางน้ำชน,คลองสำเหร่, 2 - 3,520,-1.00,ธนบุรี,,
14,คลองซอยทหารเรือ 2,คลองบางน้ำชน,คลองสำเหร่, 2 - 4.5,550,-1.00,ธนบุรี,,
15,คลองซอยประชากรไทย,คลองบางน้ำชน,ซอยสมเด็จพระปิ่นเกล้า 11, 2 - 3,260,-1.00,ธนบุรี,,
16,คลองซอยเภสัชไทย,ถนนตากสิน,สุดเขตคลอง, 1.5 - 3,100,-1.00,ธนบุรี,,
17,คลองซอยร่วมใจ,ถนนวุฒากาศ,คลองด่าน,1 -3.5,290,-1.00,ธนบุรี,,
18,คลองซอยโรงเจ 1,ซอยเทอดไท 21,คลองสำเหร่, 2 - 4,240,-1.00,ธนบุรี,,
19,คลองซอยโรงเจ 2,คลองบางน้ำชน,คลองสำเหร่, 2 - 4,430,-1.00,ธนบุรี,,
20,คลองซอยโรงเจ 3,คลองบางน้ำชน,คลองสำเหร่, 1 . 5- 5,450,-1.00,ธนบุรี,,
21,คลองซอยโรงเจ 4,คลองบางน้ำชน,คลองสำเหร่, 2 - 4,500,-1.00,ธนบุรี,,
22,คลองซอยวรวิทย์,ถนนวุฒากาศ,คลองด่าน, 1.5 - 3,370,-1.00,ธนบุรี,,
,,,,,,,,,
,,,,,,,,,
ลำดับ,ชื่อคลอง,จาก,ถึง,กว้าง(ม.),ยาว (ม.),ระดับ,พื้นที่เขต,,
,,,,,,ขุดลอก,,,
,,,,,,(รทก.),,,
23,คลองซอยสะพานยาว,ซอยสะพานยาว,สุดเขตคลอง, 1.5 - 2,150,-1.00,ธนบุรี,,
24,คลองซอยหลวงเชิดวุฒากาศ,คลองบางสะแก,สุดเขตคลอง, 2 - 3,190,-1.00,ธนบุรี,,
25,คลองแซ่ซิ้ม (หมอชุบ),ถนนตากสิน ,คลองสำเหร่, 3 - 5,550,-1.00,ธนบุรี,,
26,คลองวัดราชวรินทร์ (พุ่มหิรัญ2),ซอยตากสิน 21,สุดระยะที่กำหนดให้, 2 - 3,300,-1.00,ธนบุรี,,
27,คลองโพธินิมิตร 1,คลองสำเหร่,สุดเขตคลอง,  1 - 3,300,-1.00,ธนบุรี,,
28,คลองโพธินิมิตร 2,คลองสำเหร่,สุดเขตคลอง,1.50 - 4,360,-1.00,ธนบุรี,,
29,คลองโพธินิมิตร 3,คลองสำเหร่,ซอยตากสิน 4, 2 - 3,300,-1.00,ธนบุรี,,
30,คลองโพธินิมิตร 4,ถนนตากสิน - เพชรเกษม,สุดเขตคลอง,2.50-4,130,-1.00,ธนบุรี,,
31,คลองโพธินิมิตร 5,ถนนตากสิน - เพชรเกษม,ปากซอยตากสิน 6, 2 - 3,450,-1.00,ธนบุรี,,
32,คลองโพธินิมิตร 6,ซอยตากสิน 8,คลองสำเหร่,1.50 - 2,350,-1.00,ธนบุรี,,
33,คลองแยกบางสะแก 1,คลองบางน้ำชน,คลองบางสะแก, 2 - 3,465,-1.00,ธนบุรี,,
34,คลองแยกบางสะแก 10,คลองบางน้ำชน,คลองบางสะแก, 2 - 4,530,-1.00,ธนบุรี,,
35,คลองแยกบางสะแก 11,คลองบางน้ำชน,คลองบางสะแก, 2 - 4,535,-1.00,ธนบุรี,,
36,คลองแยกบางสะแก 12,คลองแยกบางสะแก 13,คลองบางสะแก, 2 - 4,390,-1.00,ธนบุรี,,
37,คลองแยกบางสะแก 13,ถนนรัชดาภิเษก,คลองบางสะแก, 3 - 5,535,-1.00,ธนบุรี,,
38,คลองแยกบางสะแก 2,คลองบางสะแก,ถนนรัชดาภิเษก, 1 - 2.50,230,-1.00,ธนบุรี,,
,,,,,,,,,
,,,,,,,,,
ลำดับ,ชื่อคลอง,จาก,ถึง,กว้าง(ม.),ยาว (ม.),ระดับ,พื้นที่เขต,,
,,,,,,ขุดลอก,,,
,,,,,,(รทก.),,,
39,คลองแยกบางสะแก 3,คลองบางสะแก ,ถนนรัชดาภิเษก , 2 - 4.5,270,-1.00,ธนบุรี,,
40,คลองแยกบางสะแก 4,ถนนตากสิน - เพชรเกษม,ถนนรัชดาภิเษก, 2 - 4.5,110,-1.00,ธนบุรี,,
41,คลองแยกบางสะแก 5,คลองบางสะแก,ซอยเทอดไท 33, 2 - 4,90,-1.00,ธนบุรี,,
42,คลองแยกบางสะแก 6,ถนนรัชดาภิเษก,ซอยเทอดไท 33, 2 - 4,160,-1.00,ธนบุรี,,
43,คลองแยกบางสะแก 8,คลองบางน้ำชน,คลองบางสะแก, 3 - 5,500,-1.00,ธนบุรี,,
44,คลองแยกบางสะแก 9,คลองบางน้ำชน,คลองบางสะแก, 4 - 6,310,-1.00,ธนบุรี,,
45,คลองวัดกัลยาณ์,แม่น้ำเจ้าพระยา,คลองบางกอกใหญ่, 2 - 4,340,-1.00,ธนบุรี,,
46,คลองวัดขุนจันทร์,ถนนเทอดไท,คลองด่าน, 2 - 2.5,109,-1.00,ธนบุรี,,
47,คลองวัดน้อย,คลองบางไส้ไก่,ถนนประชาธิปก, 3 - 4.5,495,-1.00,ธนบุรี,,
48,คลองวัดประยูร,แม่น้ำเจ้าพระยา,คลองบุปผาราม, 3 - 5,630,-1.00,ธนบุรี,,
49,คลองวัดใหม่ยายนุ้ย(ธนบุรี),คลองด่าน,ทางรถไฟ, 1 - 3.5,390,-1.00,ธนบุรี,,
50,คลองศรีภูมิ,คลองบางกอกใหญ่,สุดเขตคลอง, 2 - 4,95,-1.00,ธนบุรี,,
51,คลองศาลเจ้าต้นโพธิ์,คลองด่าน,คลองบางสะแก, 2 - 4 ,455,-1.00,ธนบุรี,,
52,คลองสะพานเหลือง,คลองบางไส้ไก่,ถนนประชาธิปก, 2 - 5,350,-1.00,ธนบุรี,,
53,คลองสุเหร่าสวนพลู,คลองบางกอกใหญ่,สุดเขตคลอง, 3 - 4,500,-1.00,ธนบุรี,,
54,คลองหลัง รร.ฤดีศึกษา,คลองบางไส้ไก่,สุดเขตคลอง, 1.5 -2,190,-1.00,ธนบุรี,,
,,,,,,,,,
,,,,,,,,,
ลำดับ,ชื่อคลอง,จาก,ถึง,กว้าง(ม.),ยาว (ม.),ระดับ,พื้นที่เขต,,
,,,,,,ขุดลอก,,,
,,,,,,(รทก.),,,
55,คลองหลังวัดบางสะแกใน 1,คลองบางสะแก,ทางรถไฟ, 2 - 4 ,390,-1.00,ธนบุรี,,
56,คลองหลังวัดบางสะแกใน 2,คลองบางสะแก,ทางรถไฟ, 2 - 4 ,140,-1.00,ธนบุรี,,
57,คลองซอยพยุง,ถนนตากสิน,สุดเขตคลอง, 1.5 - 2,200,-1.00,ธนบุรี,,
58,คลองแยกคลองบางไส้ไก่,คลองบางไส้ไก่,ซอยอิสรภาพ 15, 3 - 6,200,-1.00,ธนบุรี,,
59,คลองซอยโรงคราม,คลองบุปผาราม,ซอยอิสรภาพ 26, 1 - 2.5,90,-1.00,ธนบุรี,,
60,คลองวัดอินทาราม,ทางรถไฟ,คลองบางกอกใหญ่, 3 - 5,177,-1.00,ธนบุรี,,
61,คลองศิริจันทร์,คลองด่าน,ทางรถไฟ, 1 - 3.5,370,-1.00,ธนบุรี,,
,,,,,"20,946",,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
เขตบางกะปิ,,,,,,,,,
ลำดับ,ชื่อคลอง,จาก,ถึง,กว้าง(ม.),ยาว (ม.),ระดับ,พื้นที่เขต,,
,,,,,,ขุดลอก,,,
,,,,,,(รทก.),,,
,สำนักการระบายน้ำรับผิดชอบ,,,,,,,,
1,คลองจั่น,คลองอ้ายเสือ,คลองทรงกระเทียม, 6 - 9,800,-2.00,บางกะปิ,,
2,คลองจิก,คลองแสนแสบ,คลองกะจะ, 6 - 9,"1,600",-2.00,บางกะปิ,,
3,คลองตาหนัง,คลองลำเจียก,คลองแสนแสบ, 5 - 8,"6,450",-2.00,บางกะปิ,,
4,คลองบ้านม้า,คลองแสนแสบ,คลองลำบึงบ้านม้า, 7 - 25,"6,000",-2.00,บางกะปิ,,
5,คลองยายเผื่อน,คลองตาหนัง,คลองแสนแสบ, 4 - 8,"2,000",-2.00,บางกะปิ,,
6,คลองลำพังพวย,คลองจั่น,บึงลำพังพวย, 12 - 25,"2,500",-2.00,บางกะปิ,,
,,บึงลำพังพวย,คลองแสนแสบ, 12 - 25,"1,300",-2.00,บางกะปิ,,
7,คลองแสนแสบ,คลองลาดพร้าว,คลองบ้านม้า, 20 - 35,"7,300",-2.50,บางกะปิ,,
8,คลองหัวหมาก,คลองแสนแสบ,คลองกะจะ, 7 - 25,"2,900",-2.00,บางกะปิ,,
,,,,,"30,850",,,,
,สำนักงานเขตรับผิดชอบ,,,,,,,,
1,คลองเกรียง(บางกะปิ),คลองจั่น,คลองลำเจียก, 8 - 10,"1,500",-2.00,บางกะปิ,,
2,คลองข้าง สน.หัวหมาก,คลองแสนแสบ,คลองกะจะ, 6 - 22,"1,980",-2.00,บางกะปิ,,
3,คลองจิต  ( ระหว่างซอยราม ฯ 44-46 ),คลองแสนแสบ,คลองกะจะ,  4 - 6,"1,550",-2.00,บางกะปิ,,
4,คลองจิกกานดา,คลองแสนแสบ,ถนนรามคำแหง, 2 - 3,200,-2.00,บางกะปิ,,
,,,,,,,,,
,,,,,,,,,
ลำดับ,ชื่อคลอง,จาก,ถึง,กว้าง(ม.),ยาว (ม.),ระดับ,พื้นที่เขต,,
,,,,,,ขุดลอก,,,
,,,,,,(รทก.),,,
5,คลองฉัตรโฉม,คลองวัดบึงทองหลาง,คลองตาหนัง, 2 - 3,"1,300",-2.00,บางกะปิ,,
6,คลองโต๊ะยอ,คลองแสนแสบ,คลองหัวหมาก, 6 - 8,"1,450",-2.00,บางกะปิ,,
7,คลองบ้านม้า 1,คลองแสนแสบ,คลองหัวหมาก, 13 - 20,"1,100",-2.00,บางกะปิ,,
8,คลองสะพานสูง,คลองบ้านม้า 2,คลองวังใหญ่, 5 - 10,670,-2.00,บางกะปิ,,
9,คลองลำสาลี,คลองหัวหมาก,คลองวังใหญ่, 8 - 10,"1,800",-2.00,บางกะปิ,,
10,คลองวัดกลาง,คลองแสนแสบ,ถนนลาดพร้าว,3.2 -  9,860,-2.00,บางกะปิ,,
11,คลองวัดบึงทองหลาง,คลองจั่น,คลองเกรียง, 3 - 10,"1,650",-2.00,บางกะปิ,,
12,คลองวัดศรีบุญเรือง,คลองแสนแสบ,คลองหัวหมาก, 10 - 20,830,-2.00,บางกะปิ,,
,,,,,"14,890",,,,
,คู ลำราง ลำกระโดง,,,,,,,,
1,ลำรางข้างหมู่บ้านสินธร,คลองพังพวย,ลำรางแยกคลองตาหนัง, 2 - 3,"1,000",-2.00,บางกะปิ,,
