OBJECTID,AREA,dcode,dname,dname_e,pcode,pname,num_male,num_female,num_school,num_hos,num_comm,num_temple,num_health,geometry,population,canal_count,flood_point_count,floodgate_count,avg_rain_rainy,avg_rain_summer,avg_rain_winter,district_group,budget_year,inspec_period,pump_number,pump_ready,pump_repair,pump_sell,pump_support,total_ready,คะแนนรวม,จำนวนจุดเสี่ยง,จำนวนจุดเฝ้าระวังน้ำท่วม
29,11804564.0,1025,เขตบางพลัด,Bang Phlat,10,กรุงเทพมหานคร,45904,53249,11,0,46,23,1,"POLYGON ((663924.793795 1526162.056938, 663895.856341 1526038.9318, 663855.793885 1525927.931644, 663795.668912 1525807.056469, 663671.41891 1525633.306185, 663470.356382 1525387.305775, 663269.231344 1525148.430347, 663056.731266 1524930.554973, 663047.418763 1524921.054943, 663011.168733 1524883.929883, 662786.106209 1524610.6794, 662780.856204 1524604.304396, 662772.6687 1524594.304392, 662739.856209 1524554.554313, 662568.231175 1524316.803917, 662433.168752 1524032.92854, 662427.293755 1524017.553512, 662423.918759 1524010.178494, 662168.543948 1523381.927609, 662056.981514 1523116.17723, 661986.044051 1522947.301997, 661864.231643 1522665.551598, 661835.169137 1522598.426528, 661617.106609 1522312.67604, 661525.169091 1522216.425852, 661442.169054 1522130.30072, 661194.606454 1521893.675255, 660589.792708 1522714.800724, 660576.167671 1522731.800757, 660545.917622 1522770.925777, 660486.480015 1522850.550818, 660451.667428 1522894.925842, 660363.292265 1523007.300899, 660306.979651 1523079.550922, 660238.417001 1523158.050964, 660230.416991 1523170.425984, 660217.229485 1523181.80099, 660207.979458 1523185.550974, 660168.166904 1523225.800992, 660130.166815 1523267.801001, 660117.604301 1523282.176015, 660105.354266 1523302.426026, 660054.166672 1523355.926059, 660026.104112 1523381.051053, 659979.979029 1523431.17609, 659942.478981 1523470.676097, 659896.228879 1523517.551123, 659836.541268 1523579.051132, 659788.166188 1523628.551177, 659669.353482 1523758.051218, 659526.040706 1523910.551274, 659401.540464 1524043.926352, 659312.165321 1524142.176398, 659248.602673 1524208.801393, 659229.227657 1524230.551425, 659188.665092 1524274.176439, 659083.289896 1524389.176482, 658791.164336 1524706.176625, 658765.60181 1524721.551619, 658507.789067 1524664.176379, 658509.664077 1524671.551397, 658512.976563 1524677.926401, 658517.664052 1524683.051421, 658519.289058 1524690.176402, 658519.976559 1524698.30143, 658516.35156 1524706.176421, 658520.039035 1524713.426455, 658526.789061 1524717.551461, 658531.039052 1524723.301473, 658532.664058 1524730.801476, 658536.976559 1524736.42647, 658531.914047 1524740.676495, 658527.226524 1524745.676497, 658529.289028 1524753.676507, 658532.601515 1524761.051491, 658540.039042 1524761.92652, 658541.539029 1524768.551527, 658547.226532 1524772.176527, 658545.289013 1524778.926519, 658541.039022 1524784.80155, 658546.726525 1524789.42653, 658547.476501 1524797.051551, 658549.664023 1524803.551574, 658553.601502 1524809.051583, 658557.789018 1524814.92658, 658561.726496 1524821.05158, 658564.976508 1524826.926611, 658567.413999 1524833.676604, 658568.16401 1524840.551615, 658566.226491 1524847.676629, 658560.164 1524852.801616, 658552.538979 1524853.551626, 658544.726463 1524854.176618, 658538.101456 1524855.426602, 658531.851436 1524858.551594, 658528.038942 1524868.676617, 658656.476562 1524899.301755, 658699.664112 1524909.551796, 658915.976786 1524964.176998, 659032.726886 1524992.42712, 659166.539529 1525029.927236, 659254.789606 1525055.427354, 659322.35214 1525079.302398, 659371.164684 1525097.552483, 660107.915283 1525364.428302, 660337.540481 1525447.553561, 660538.853149 1525518.428786, 660647.478221 1525564.553903, 660722.290788 1525594.679, 660911.790919 1525678.179214, 660924.978425 1525682.554224, 660941.540926 1525690.179246, 660975.353465 1525694.679274, 661530.666419 1525903.554896, 661854.729169 1526025.555273, 662037.916839 1526093.930497, 662141.729403 1526133.805594, 662199.416952 1526159.305678, 662263.104483 1526191.555755, 662337.792032 1526240.430876, 662408.604577 1526294.430984, 662542.292134 1526420.056191, 662587.729648 1526462.181286, 662604.229641 1526477.306311, 662724.729692 1526592.556526, 662951.167286 1526798.55692, 663050.854809 1526893.057084, 663195.042377 1527032.057359, 663263.792385 1527098.182483, 663545.105014 1527358.932962, 663614.667542 1527424.55808, 663779.542584 1527577.933368, 663798.105114 1527565.683367, 663814.292661 1527552.933359, 663843.542696 1527527.058355, 663874.042748 1527488.433342, 663898.980315 1527450.183318, 663951.980443 1527334.80822, 663984.793036 1527251.43316, 663995.418099 1527221.683153, 664010.04315 1527164.558086, 664016.043166 1527138.808067, 664023.168215 1527092.433014, 664026.168223 1527063.057995, 664035.043329 1526954.807877, 664040.480897 1526868.682779, 664046.605965 1526771.307694, 664046.918546 1526674.057594, 664043.981081 1526636.932535, 664035.731102 1526565.557473, 664032.043627 1526540.057423, 664011.668665 1526447.932309, 663983.543697 1526352.557185, 663953.543754 1526259.932064, 663933.668766 1526199.806989, 663929.106295 1526180.431974, 663924.793795 1526162.056938))",99153,50,0,0,0.9083333333333333,4.833333333333333,4.21875,กรุงธนเหนือ,2566,1,8,5,0,1,2,7,39.0,2,0
