date,dcode,rain_24h,is_forecast
2023-01-02,1026,0.0,False
2023-01-02,1027,0.0,False
2023-01-02,1028,0.0,False
2023-01-02,1029,0.0,False
2023-01-02,1030,0.0,False
2023-01-02,1031,0.0,False
2023-01-02,1032,0.0,False
2023-01-02,1033,0.0,False
2023-01-02,1034,0.0,False
2023-01-02,1035,0.0,False
2023-01-02,1036,0.0,False
2023-01-02,1037,0.0,False
2023-01-02,1038,0.0,False
2023-01-02,1039,0.0,False
2023-01-02,1040,0.0,False
2023-01-02,1041,0.0,False
2023-01-02,1042,0.0,False
2023-01-02,1043,0.0,False
2023-01-02,1044,0.0,False
2023-01-02,1045,0.0,False
2023-01-02,1046,0.0,False
2023-01-02,1047,0.0,False
2023-01-02,1048,0.0,False
2023-01-02,1049,0.0,False
2023-01-02,1050,0.0,False
2023-01-03,1001,0.0,False
2023-01-03,1002,0.0,False
2023-01-03,1003,0.0,False
2023-01-03,1004,0.0,False
2023-01-03,1005,0.0,False
2023-01-03,1006,0.0,False
2023-01-03,1007,0.0,False
2023-01-03,1008,0.0,False
2023-01-03,1009,0.0,False
2023-01-03,1010,0.0,False
2023-01-03,1011,0.0,False
2023-01-03,1012,0.0,False
2023-01-03,1013,0.0,False
2023-01-03,1014,0.0,False
2023-01-03,1015,0.0,False
2023-01-03,1016,0.0,False
2023-01-03,1017,0.0,False
2023-01-03,1018,0.0,False
2023-01-03,1019,0.0,False
2023-01-03,1020,0.0,False
2023-01-03,1021,0.0,False
2023-01-03,1022,0.0,False
2023-01-03,1023,0.0,False
2023-01-03,1024,0.0,False
2023-01-03,1025,0.0,False
2023-01-03,1026,0.0,False
2023-01-03,1027,0.0,False
2023-01-03,1028,0.0,False
2023-01-03,1029,0.0,False
2023-01-03,1030,0.0,False
2023-01-03,1031,0.0,False
2023-01-03,1032,0.0,False
2023-01-03,1033,0.0,False
2023-01-03,1034,0.0,False
2023-01-03,1035,0.0,False
2023-01-03,1036,0.0,False
2023-01-03,1037,0.0,False
2023-01-03,1038,0.0,False
2023-01-03,1039,0.0,False
2023-01-03,1040,0.0,False
2023-01-03,1041,0.0,False
2023-01-03,1042,0.0,False
2023-01-03,1043,0.0,False
2023-01-03,1044,0.0,False
2023-01-03,1045,0.0,False
2023-01-03,1046,0.0,False
2023-01-03,1047,0.0,False
2023-01-03,1048,0.0,False
2023-01-03,1049,0.0,False
2023-01-03,1050,0.0,False
2023-01-04,1001,0.0,False
2023-01-04,1002,0.0,False
2023-01-04,1003,0.0,False
2023-01-04,1004,0.0,False
2023-01-04,1005,0.0,False
2023-01-04,1006,0.0,False
2023-01-04,1007,0.0,False
2023-01-04,1008,0.0,False
2023-01-04,1009,0.0,False
2023-01-04,1010,0.0,False
2023-01-04,1011,0.0,False
2023-01-04,1012,0.0,False
2023-01-04,1013,0.0,False
2023-01-04,1014,0.0,False
2023-01-04,1015,0.0,False
2023-01-04,1016,0.0,False
2023-01-04,1017,0.0,False
2023-01-04,1018,0.0,False
2023-01-04,1019,0.0,False
2023-01-04,1020,0.0,False
2023-01-04,1021,0.0,False
2023-01-04,1022,0.0,False
2023-01-04,1023,0.0,False
2023-01-04,1024,0.0,False
2023-01-04,1025,0.0,False
2023-01-04,1026,0.0,False
2023-01-04,1027,0.0,False
2023-01-04,1028,0.0,False
2023-01-04,1029,0.0,False
2023-01-04,1030,0.0,False
2023-01-04,1031,0.0,False
2023-01-04,1032,0.0,False
2023-01-04,1033,0.0,False
2023-01-04,1034,0.0,False
2023-01-04,1035,0.0,False
2023-01-04,1036,0.0,False
2023-01-04,1037,0.0,False
2023-01-04,1038,0.0,False
2023-01-04,1039,0.0,False
2023-01-04,1040,0.0,False
2023-01-04,1041,0.0,False
2023-01-04,1042,0.0,False
2023-01-04,1043,0.0,False
2023-01-04,1044,0.0,False
2023-01-04,1045,0.0,False
2023-01-04,1046,0.0,False
2023-01-04,1047,0.0,False
2023-01-04,1048,0.0,False
2023-01-04,1049,0.0,False
2023-01-04,1050,0.0,False
2023-01-05,1001,0.0,False
2023-01-05,1002,0.0,False
2023-01-05,1003,0.5,False
2023-01-05,1004,0.0,False
2023-01-05,1005,0.0,False
2023-01-05,1006,0.0,False
2023-01-05,1007,0.0,False
2023-01-05,1008,0.0,False
2023-01-05,1009,0.0,False
2023-01-05,1010,0.0,False
2023-01-05,1011,0.0,False
2023-01-05,1012,0.0,False
2023-01-05,1013,0.0,False
2023-01-05,1014,0.0,False
2023-01-05,1015,0.0,False
2023-01-05,1016,0.0,False
2023-01-05,1017,0.0,False
2023-01-05,1018,0.0,False
2023-01-05,1019,0.0,False
2023-01-05,1020,0.0,False
2023-01-05,1021,0.0,False
2023-01-05,1022,0.0,False
2023-01-05,1023,0.0,False
2023-01-05,1024,0.0,False
2023-01-05,1025,0.0,False
2023-01-05,1026,0.0,False
2023-01-05,1027,0.0,False
2023-01-05,1028,0.0,False
2023-01-05,1029,0.0,False
2023-01-05,1030,0.0,False
2023-01-05,1031,0.0,False
2023-01-05,1032,0.0,False
2023-01-05,1033,0.0,False
2023-01-05,1034,0.0,False
2023-01-05,1035,0.0,False
2023-01-05,1036,0.0,False
2023-01-05,1037,0.0,False
2023-01-05,1038,0.0,False
2023-01-05,1039,0.0,False
2023-01-05,1040,0.0,False
2023-01-05,1041,0.0,False
2023-01-05,1042,0.0,False
2023-01-05,1043,0.0,False
2023-01-05,1044,0.0,False
2023-01-05,1045,0.0,False
2023-01-05,1046,0.0,False
2023-01-05,1047,0.0,False
2023-01-05,1048,0.0,False
2023-01-05,1049,0.0,False
2023-01-05,1050,0.0,False
2023-01-06,1001,0.0,False
2023-01-06,1002,0.0,False
2023-01-06,1003,0.0,False
2023-01-06,1004,0.0,False
2023-01-06,1005,0.0,False
2023-01-06,1006,0.0,False
2023-01-06,1007,0.0,False
2023-01-06,1008,0.0,False
2023-01-06,1009,0.0,False
2023-01-06,1010,0.0,False
2023-01-06,1011,0.0,False
2023-01-06,1012,0.0,False
2023-01-06,1013,0.0,False
2023-01-06,1014,0.0,False
2023-01-06,1015,0.0,False
2023-01-06,1016,0.0,False
2023-01-06,1017,0.0,False
2023-01-06,1018,0.0,False
2023-01-06,1019,0.0,False
2023-01-06,1020,0.0,False
2023-01-06,1021,0.0,False
2023-01-06,1022,0.0,False
2023-01-06,1023,0.0,False
2023-01-06,1024,0.0,False
2023-01-06,1025,0.0,False
2023-01-06,1026,0.0,False
2023-01-06,1027,0.0,False
2023-01-06,1028,0.0,False
2023-01-06,1029,0.0,False
2023-01-06,1030,0.0,False
2023-01-06,1031,0.0,False
2023-01-06,1032,0.0,False
2023-01-06,1033,0.0,False
2023-01-06,1034,0.0,False
2023-01-06,1035,0.0,False
2023-01-06,1036,0.0,False
2023-01-06,1037,0.0,False
2023-01-06,1038,0.0,False
2023-01-06,1039,0.0,False
2023-01-06,1040,0.0,False
2023-01-06,1041,0.0,False
2023-01-06,1042,0.0,False
2023-01-06,1043,0.0,False
2023-01-06,1044,0.0,False
2023-01-06,1045,0.0,False
2023-01-06,1046,0.0,False
2023-01-06,1047,0.0,False
2023-01-06,1048,0.0,False
2023-01-06,1049,0.0,False
2023-01-06,1050,0.0,False
2023-01-07,1001,0.0,False
2023-01-07,1002,0.0,False
2023-01-07,1003,0.0,False
2023-01-07,1004,0.0,False
2023-01-07,1005,0.0,False
2023-01-07,1006,0.0,False
2023-01-07,1007,0.0,False
2023-01-07,1008,0.0,False
2023-01-07,1009,0.0,False
2023-01-07,1010,0.0,False
2023-01-07,1011,0.0,False
2023-01-07,1012,0.0,False
2023-01-07,1013,0.0,False
2023-01-07,1014,0.0,False
2023-01-07,1015,0.0,False
2023-01-07,1016,0.0,False
2023-01-07,1017,0.0,False
2023-01-07,1018,0.0,False
2023-01-07,1019,0.0,False
2023-01-07,1020,0.5,False
2023-01-07,1021,0.0,False
2023-01-07,1022,0.0,False
2023-01-07,1023,0.0,False
2023-01-07,1024,0.0,False
2023-01-07,1025,0.0,False
2023-01-07,1026,0.0,False
2023-01-07,1027,0.0,False
2023-01-07,1028,0.0,False
2023-01-07,1029,0.0,False
2023-01-07,1030,0.0,False
2023-01-07,1031,0.0,False
2023-01-07,1032,0.0,False
2023-01-07,1033,0.0,False
2023-01-07,1034,0.0,False
2023-01-07,1035,0.0,False
2023-01-07,1036,0.0,False
2023-01-07,1037,0.0,False
2023-01-07,1038,0.0,False
2023-01-07,1039,0.0,False
2023-01-07,1040,0.0,False
2023-01-07,1041,0.0,False
2023-01-07,1042,0.0,False
2023-01-07,1043,0.0,False
2023-01-07,1044,0.0,False
2023-01-07,1045,0.0,False
2023-01-07,1046,0.0,False
2023-01-07,1047,0.0,False
2023-01-07,1048,0.0,False
2023-01-07,1049,0.0,False
2023-01-07,1050,0.0,False
2023-01-08,1001,0.0,False
2023-01-08,1002,0.5,False
2023-01-08,1003,0.0,False
2023-01-08,1004,0.0,False
2023-01-08,1005,0.0,False
2023-01-08,1006,0.0,False
2023-01-08,1007,0.0,False
2023-01-08,1008,0.0,False
2023-01-08,1009,0.0,False
2023-01-08,1010,0.0,False
2023-01-08,1011,0.0,False
2023-01-08,1012,0.0,False
2023-01-08,1013,0.0,False
2023-01-08,1014,0.0,False
2023-01-08,1015,0.0,False
2023-01-08,1016,0.0,False
2023-01-08,1017,0.0,False
2023-01-08,1018,0.0,False
2023-01-08,1019,0.0,False
2023-01-08,1020,0.0,False
2023-01-08,1021,0.0,False
2023-01-08,1022,0.0,False
2023-01-08,1023,0.0,False
2023-01-08,1024,0.0,False
2023-01-08,1025,0.0,False
2023-01-08,1026,0.0,False
2023-01-08,1027,0.0,False
2023-01-08,1028,0.0,False
2023-01-08,1029,0.0,False
2023-01-08,1030,0.0,False
2023-01-08,1031,0.0,False
2023-01-08,1032,0.0,False
2023-01-08,1033,0.0,False
2023-01-08,1034,0.0,False
2023-01-08,1035,0.0,False
2023-01-08,1036,0.0,False
2023-01-08,1037,0.0,False
2023-01-08,1038,0.0,False
2023-01-08,1039,0.0,False
2023-01-08,1040,0.0,False
2023-01-08,1041,0.0,False
2023-01-08,1042,0.0,False
2023-01-08,1043,0.0,False
2023-01-08,1044,0.0,False
2023-01-08,1045,0.0,False
2023-01-08,1046,0.0,False
2023-01-08,1047,0.0,False
2023-01-08,1048,0.0,False
2023-01-08,1049,0.0,False
2023-01-08,1050,0.0,False
2023-01-09,1001,0.0,False
2023-01-09,1002,0.0,False
2023-01-09,1003,0.0,False
2023-01-09,1004,0.0,False
2023-01-09,1005,0.0,False
2023-01-09,1006,0.0,False
2023-01-09,1007,0.0,False
2023-01-09,1008,0.0,False
2023-01-09,1009,0.0,False
2023-01-09,1010,0.0,False
2023-01-09,1011,0.0,False
2023-01-09,1012,0.0,False
2023-01-09,1013,0.0,False
2023-01-09,1014,0.0,False
2023-01-09,1015,0.0,False
2023-01-09,1016,0.0,False
2023-01-09,1017,0.0,False
2023-01-09,1018,0.0,False
2023-01-09,1019,0.0,False
2023-01-09,1020,0.0,False
2023-01-09,1021,0.0,False
2023-01-09,1022,0.0,False
2023-01-09,1023,0.0,False
2023-01-09,1024,0.0,False
2023-01-09,1025,0.0,False
2023-01-09,1026,0.0,False
2023-01-09,1027,0.0,False
2023-01-09,1028,0.0,False
2023-01-09,1029,0.0,False
2023-01-09,1030,0.0,False
2023-01-09,1031,0.0,False
2023-01-09,1032,0.0,False
2023-01-09,1033,0.0,False
2023-01-09,1034,0.0,False
2023-01-09,1035,0.0,False
2023-01-09,1036,0.0,False
2023-01-09,1037,0.0,False
2023-01-09,1038,0.0,False
2023-01-09,1039,0.0,False
2023-01-09,1040,0.0,False
2023-01-09,1041,0.0,False
2023-01-09,1042,0.0,False
2023-01-09,1043,0.0,False
2023-01-09,1044,0.0,False
2023-01-09,1045,0.0,False
2023-01-09,1046,0.0,False
2023-01-09,1047,0.0,False
2023-01-09,1048,0.0,False
2023-01-09,1049,0.0,False
2023-01-09,1050,0.0,False
2023-01-10,1001,0.0,False
2023-01-10,1002,0.0,False
2023-01-10,1003,1.0,False
2023-01-10,1004,0.0,False
2023-01-10,1005,0.0,False
2023-01-10,1006,0.0,False
2023-01-10,1007,0.0,False
2023-01-10,1008,0.0,False
2023-01-10,1009,0.0,False
2023-01-10,1010,0.0,False
2023-01-10,1011,0.0,False
2023-01-10,1012,0.0,False
2023-01-10,1013,0.0,False
2023-01-10,1014,0.0,False
2023-01-10,1015,0.0,False
2023-01-10,1016,0.0,False
2023-01-10,1017,0.0,False
2023-01-10,1018,0.0,False
2023-01-10,1019,0.0,False
2023-01-10,1020,0.0,False
2023-01-10,1021,0.0,False
2023-01-10,1022,0.0,False
2023-01-10,1023,0.0,False
2023-01-10,1024,0.0,False
2023-01-10,1025,0.0,False
2023-01-10,1026,0.0,False
2023-01-10,1027,0.0,False
2023-01-10,1028,0.0,False
2023-01-10,1029,0.0,False
2023-01-10,1030,0.0,False
2023-01-10,1031,0.0,False
2023-01-10,1032,0.0,False
2023-01-10,1033,0.0,False
2023-01-10,1034,0.0,False
2023-01-10,1035,0.0,False
2023-01-10,1036,0.0,False
2023-01-10,1037,0.0,False
2023-01-10,1038,0.0,False
2023-01-10,1039,0.0,False
2023-01-10,1040,0.0,False
2023-01-10,1041,0.0,False
2023-01-10,1042,0.0,False
2023-01-10,1043,0.0,False
2023-01-10,1044,0.0,False
2023-01-10,1045,0.0,False
2023-01-10,1046,2.0,False
2023-01-10,1047,0.0,False
2023-01-10,1048,0.0,False
2023-01-10,1049,0.0,False
2023-01-10,1050,0.0,False
2023-01-11,1001,0.0,False
2023-01-11,1002,0.0,False
2023-01-11,1003,0.0,False
2023-01-11,1004,0.0,False
2023-01-11,1005,0.0,False
2023-01-11,1006,0.0,False
2023-01-11,1007,0.0,False
2023-01-11,1008,0.0,False
2023-01-11,1009,0.0,False
2023-01-11,1010,1.0,False
2023-01-11,1011,0.0,False
2023-01-11,1012,0.0,False
2023-01-11,1013,0.0,False
2023-01-11,1014,0.0,False
2023-01-11,1015,0.0,False
2023-01-11,1016,0.0,False
2023-01-11,1017,0.0,False
2023-01-11,1018,0.0,False
2023-01-11,1019,0.0,False
2023-01-11,1020,0.0,False
2023-01-11,1021,0.0,False
2023-01-11,1022,0.0,False
2023-01-11,1023,0.5,False
2023-01-11,1024,0.0,False
2023-01-11,1025,0.0,False
2023-01-11,1026,0.0,False
2023-01-11,1027,0.0,False
2023-01-11,1028,0.0,False
2023-01-11,1029,0.0,False
2023-01-11,1030,0.0,False
2023-01-11,1031,0.0,False
2023-01-11,1032,0.0,False
2023-01-11,1033,0.0,False
2023-01-11,1034,0.0,False
2023-01-11,1035,0.0,False
2023-01-11,1036,0.0,False
2023-01-11,1037,0.0,False
2023-01-11,1038,0.0,False
2023-01-11,1039,0.0,False
2023-01-11,1040,0.0,False
2023-01-11,1041,0.0,False
2023-01-11,1042,0.5,False
2023-01-11,1043,0.0,False
2023-01-11,1044,0.0,False
2023-01-11,1045,0.0,False
2023-01-11,1046,0.0,False
2023-01-11,1047,0.0,False
2023-01-11,1048,0.5,False
2023-01-11,1049,0.0,False
2023-01-11,1050,1.0,False
2023-01-12,1001,0.0,False
2023-01-12,1002,0.0,False
2023-01-12,1003,1.0,False
2023-01-12,1004,0.0,False
2023-01-12,1005,0.0,False
2023-01-12,1006,0.0,False
2023-01-12,1007,0.0,False
2023-01-12,1008,0.0,False
2023-01-12,1009,0.0,False
2023-01-12,1010,0.0,False
2023-01-12,1011,0.0,False
2023-01-12,1012,0.0,False
2023-01-12,1013,0.0,False
2023-01-12,1014,0.0,False
2023-01-12,1015,0.0,False
2023-01-12,1016,0.0,False
2023-01-12,1017,0.0,False
2023-01-12,1018,0.0,False
2023-01-12,1019,0.0,False
2023-01-12,1020,0.0,False
2023-01-12,1021,0.0,False
2023-01-12,1022,0.0,False
2023-01-12,1023,0.0,False
2023-01-12,1024,0.0,False
2023-01-12,1025,0.0,False
2023-01-12,1026,0.0,False
2023-01-12,1027,0.0,False
2023-01-12,1028,0.0,False
2023-01-12,1029,0.0,False
2023-01-12,1030,0.0,False
2023-01-12,1031,0.0,False
2023-01-12,1032,0.0,False
2023-01-12,1033,0.0,False
2023-01-12,1034,0.0,False
2023-01-12,1035,0.0,False
2023-01-12,1036,0.0,False
2023-01-12,1037,0.0,False
2023-01-12,1038,0.0,False
2023-01-12,1039,0.0,False
2023-01-12,1040,0.0,False
2023-01-12,1041,0.0,False
2023-01-12,1042,0.0,False
2023-01-12,1043,0.0,False
2023-01-12,1044,0.0,False
2023-01-12,1045,0.0,False
2023-01-12,1046,0.0,False
2023-01-12,1047,0.0,False
2023-01-12,1048,0.0,False
2023-01-12,1049,0.0,False
2023-01-12,1050,0.0,False
2023-01-13,1001,0.0,False
2023-01-13,1002,0.0,False
2023-01-13,1003,0.5,False
2023-01-13,1004,0.0,False
2023-01-13,1005,0.0,False
2023-01-13,1006,0.0,False
2023-01-13,1007,0.0,False
2023-01-13,1008,0.0,False
2023-01-13,1009,0.0,False
2023-01-13,1010,0.0,False
2023-01-13,1011,0.0,False
2023-01-13,1012,0.0,False
2023-01-13,1013,0.0,False
2023-01-13,1014,0.0,False
2023-01-13,1015,0.0,False
2023-01-13,1016,0.0,False
2023-01-13,1017,0.0,False
2023-01-13,1018,0.0,False
2023-01-13,1019,0.0,False
2023-01-13,1020,0.0,False
2023-01-13,1021,13.5,False
2023-01-13,1022,0.0,False
2023-01-13,1023,0.0,False
2023-01-13,1024,0.0,False
2023-01-13,1025,0.0,False
2023-01-13,1026,0.0,False
2023-01-13,1027,0.0,False
2023-01-13,1028,0.0,False
2023-01-13,1029,0.0,False
2023-01-13,1030,0.0,False
2023-01-13,1031,0.0,False
2023-01-13,1032,0.0,False
2023-01-13,1033,0.0,False
2023-01-13,1034,0.0,False
2023-01-13,1035,0.0,False
2023-01-13,1036,0.0,False
2023-01-13,1037,0.0,False
2023-01-13,1038,0.0,False
2023-01-13,1039,0.0,False
2023-01-13,1040,0.0,False
2023-01-13,1041,0.0,False
2023-01-13,1042,0.0,False
2023-01-13,1043,0.0,False
2023-01-13,1044,0.0,False
2023-01-13,1045,0.5,False
2023-01-13,1046,0.0,False
2023-01-13,1047,0.5,False
2023-01-13,1048,0.0,False
2023-01-13,1049,7.0,False
2023-01-13,1050,0.0,False
2023-01-14,1001,0.0,False
2023-01-14,1002,0.0,False
2023-01-14,1003,0.0,False
2023-01-14,1004,0.0,False
2023-01-14,1005,0.0,False
2023-01-14,1006,0.0,False
2023-01-14,1007,0.0,False
2023-01-14,1008,0.0,False
2023-01-14,1009,0.0,False
2023-01-14,1010,0.0,False
2023-01-14,1011,0.0,False
2023-01-14,1012,0.0,False
2023-01-14,1013,0.0,False
2023-01-14,1014,0.0,False
2023-01-14,1015,0.0,False
2023-01-14,1016,0.0,False
2023-01-14,1017,0.0,False
2023-01-14,1018,0.5,False
2023-01-14,1019,0.0,False
2023-01-14,1020,0.0,False
2023-01-14,1021,0.0,False
2023-01-14,1022,0.0,False
2023-01-14,1023,0.0,False
2023-01-14,1024,0.0,False
2023-01-14,1025,0.0,False
2023-01-14,1026,0.0,False
2023-01-14,1027,0.0,False
2023-01-14,1028,0.0,False
2023-01-14,1029,0.0,False
2023-01-14,1030,0.0,False
2023-01-14,1031,0.0,False
2023-01-14,1032,0.0,False
2023-01-14,1033,0.0,False
2023-01-14,1034,0.0,False
2023-01-14,1035,0.0,False
2023-01-14,1036,0.0,False
2023-01-14,1037,0.0,False
2023-01-14,1038,0.0,False
2023-01-14,1039,0.0,False
2023-01-14,1040,0.0,False
2023-01-14,1041,0.0,False
2023-01-14,1042,0.0,False
2023-01-14,1043,0.0,False
2023-01-14,1044,0.0,False
2023-01-14,1045,0.0,False
2023-01-14,1046,0.0,False
2023-01-14,1047,0.0,False
2023-01-14,1048,0.0,False
2023-01-14,1049,0.5,False
2023-01-14,1050,0.0,False
2023-01-15,1001,0.0,False
2023-01-15,1002,0.0,False
2023-01-15,1003,0.0,False
2023-01-15,1004,0.0,False
2023-01-15,1005,0.0,False
2023-01-15,1006,0.0,False
2023-01-15,1007,0.0,False
2023-01-15,1008,0.0,False
2023-01-15,1009,0.0,False
2023-01-15,1010,0.0,False
2023-01-15,1011,0.0,False
2023-01-15,1012,0.0,False
2023-01-15,1013,0.0,False
2023-01-15,1014,0.0,False
2023-01-15,1015,0.0,False
2023-01-15,1016,0.0,False
2023-01-15,1017,0.0,False
2023-01-15,1018,0.0,False
2023-01-15,1019,0.0,False
2023-01-15,1020,0.0,False
2023-01-15,1021,0.0,False
2023-01-15,1022,0.0,False
2023-01-15,1023,0.0,False
2023-01-15,1024,0.0,False
2023-01-15,1025,0.0,False
2023-01-15,1026,0.0,False
2023-01-15,1027,0.0,False
2023-01-15,1028,0.0,False
2023-01-15,1029,0.0,False
2023-01-15,1030,0.0,False
2023-01-15,1031,0.0,False
2023-01-15,1032,0.0,False
2023-01-15,1033,0.0,False
2023-01-15,1034,0.0,False
2023-01-15,1035,0.0,False
2023-01-15,1036,0.0,False
2023-01-15,1037,0.0,False
2023-01-15,1038,0.0,False
2023-01-15,1039,0.0,False
2023-01-15,1040,0.0,False
2023-01-15,1041,0.0,False
2023-01-15,1042,0.0,False
2023-01-15,1043,0.0,False
2023-01-15,1044,0.0,False
2023-01-15,1045,0.0,False
2023-01-15,1046,0.0,False
2023-01-15,1047,0.0,False
2023-01-15,1048,0.0,False
2023-01-15,1049,0.0,False
2023-01-15,1050,0.0,False
2023-01-16,1001,0.0,False
2023-01-16,1002,0.0,False
2023-01-16,1003,0.0,False
2023-01-16,1004,0.0,False
2023-01-16,1005,0.0,False
2023-01-16,1006,0.0,False
2023-01-16,1007,0.0,False
2023-01-16,1008,0.0,False
2023-01-16,1009,0.0,False
2023-01-16,1010,0.0,False
2023-01-16,1011,0.0,False
2023-01-16,1012,0.0,False
2023-01-16,1013,0.0,False
2023-01-16,1014,0.0,False
2023-01-16,1015,0.0,False
2023-01-16,1016,0.0,False
2023-01-16,1017,0.0,False
2023-01-16,1018,0.0,False
2023-01-16,1019,0.0,False
2023-01-16,1020,0.0,False
2023-01-16,1021,0.0,False
2023-01-16,1022,0.0,False
2023-01-16,1023,0.0,False
2023-01-16,1024,0.0,False
2023-01-16,1025,0.0,False
2023-01-16,1026,0.0,False
2023-01-16,1027,0.0,False
2023-01-16,1028,0.0,False
2023-01-16,1029,0.0,False
2023-01-16,1030,0.0,False
2023-01-16,1031,0.0,False
2023-01-16,1032,0.0,False
2023-01-16,1033,0.0,False
2023-01-16,1034,0.0,False
2023-01-16,1035,0.0,False
2023-01-16,1036,0.0,False
2023-01-16,1037,0.0,False
2023-01-16,1038,0.0,False
2023-01-16,1039,0.0,False
2023-01-16,1040,0.0,False
2023-01-16,1041,0.0,False
2023-01-16,1042,0.0,False
2023-01-16,1043,0.0,False
2023-01-16,1044,0.0,False
2023-01-16,1045,0.0,False
2023-01-16,1046,0.0,False
2023-01-16,1047,0.0,False
2023-01-16,1048,0.0,False
2023-01-16,1049,0.0,False
2023-01-16,1050,0.0,False
2023-01-17,1001,0.0,False
2023-01-17,1002,0.0,False
2023-01-17,1003,0.0,False
2023-01-17,1004,0.0,False
2023-01-17,1005,0.0,False
2023-01-17,1006,0.0,False
2023-01-17,1007,0.0,False
2023-01-17,1008,0.0,False
2023-01-17,1009,0.0,False
2023-01-17,1010,0.0,False
2023-01-17,1011,0.0,False
2023-01-17,1012,0.0,False
2023-01-17,1013,0.0,False
2023-01-17,1014,0.0,False
2023-01-17,1015,0.0,False
2023-01-17,1016,0.0,False
2023-01-17,1017,0.0,False
2023-01-17,1018,0.0,False
2023-01-17,1019,0.0,False
2023-01-17,1020,0.0,False
2023-01-17,1021,0.0,False
2023-01-17,1022,0.0,False
2023-01-17,1023,0.0,False
2023-01-17,1024,0.0,False
2023-01-17,1025,0.0,False
2023-01-17,1026,0.0,False
2023-01-17,1027,0.0,False
2023-01-17,1028,0.0,False
2023-01-17,1029,0.0,False
2023-01-17,1030,2.0,False
2023-01-17,1031,0.0,False
2023-01-17,1032,0.0,False
2023-01-17,1033,0.0,False
2023-01-17,1034,0.0,False
2023-01-17,1035,0.0,False
2023-01-17,1036,0.0,False
2023-01-17,1037,0.0,False
2023-01-17,1038,0.0,False
2023-01-17,1039,0.0,False
2023-01-17,1040,0.0,False
2023-01-17,1041,0.0,False
2023-01-17,1042,0.0,False
2023-01-17,1043,0.0,False
2023-01-17,1044,0.0,False
2023-01-17,1045,0.0,False
2023-01-17,1046,0.0,False
2023-01-17,1047,0.0,False
2023-01-17,1048,0.0,False
2023-01-17,1049,0.0,False
2023-01-17,1050,0.0,False
2023-01-18,1001,0.0,False
2023-01-18,1002,0.0,False
2023-01-18,1003,0.0,False
2023-01-18,1004,0.0,False
2023-01-18,1005,0.0,False
2023-01-18,1006,0.0,False
2023-01-18,1007,0.0,False
2023-01-18,1008,0.0,False
2023-01-18,1009,0.0,False
2023-01-18,1010,0.0,False
2023-01-18,1011,0.0,False
2023-01-18,1012,0.0,False
2023-01-18,1013,0.0,False
2023-01-18,1014,0.0,False
2023-01-18,1015,0.0,False
2023-01-18,1016,0.0,False
2023-01-18,1017,0.0,False
2023-01-18,1018,0.0,False
2023-01-18,1019,0.0,False
2023-01-18,1020,0.0,False
2023-01-18,1021,0.0,False
2023-01-18,1022,0.0,False
